mask,soln_count
214815606785,141
8937894060545,141
146364440581,141
4535754428929,141
21990769951249,141
19791746695697,141
19791763480577,141
35261698547968,142
39685497888770,142
39685497815562,142
35227876458498,142
57209249595400,142
43989122294016,142
35184425046272,142
17592221766657,142
4398048740363,142
17597017884169,142
22058952033801,142
146115919873,142
141870240257,142
142002884613,142
39582420963588,143
55010494779392,143
37383397508114,143
35193582780680,143
35193098403858,143
35257521930496,143
35270406701570,143
35270406701824,143
37452265820416,143
146031247889,143
17660939340289,143
206192249345,143
137741214209,143
19791763214337,143
19826122686481,143
8592098323,143
8942272905225,143
4535488155649,143
39616780503042,144
37418040299776,144
35253125186578,144
45097156609034,144
35261748676610,144
37383464620034,144
43989138936064,144
39582421221652,144
35253125648644,144
19826106958337,144
22024592295973,144
146031117329,144
17609919562761,144
8942190068225,144
11132639117321,144
17609903313409,144
146031513605,144
17601330151441,144
39582421028866,145
35261698541570,145
35296041377794,145
39616780439812,145
43989138933762,145
39651272359946,145
35257520881928,145
43989206044928,145
35261832495368,145
46179489026304,145
35193516195858,145
4535487828481,145
4535754170881,145
21990769689097,145
146031251461,145
17596749452801,145
8942138688521,145
19791278575617,145
146364432405,145
17609502233089,145
17601463844873,145
17609368539141,145
35291746410752,146
39685497948416,146
39685515640834,146
35261832497408,146
35188936151296,146
35192964780288,146
52785433808896,146
154621186561,146
142002365953,146
154887259657,146
17592221697545,146
8659275779,146
146364571649,146
146381213697,146
39685497817348,147
39617315213572,147
57209518039040,147
35261698282752,147
35193031299074,147
35257453777152,147
39582554980362,147
35261698801682,147
21990786465801,147
180390728193,147
4297131019,147
8942121976841,147
8950711846409,147
19791278510593,147
146297856513,147
17601330155521,147
39685497819650,148
35261832497154,148
39582956000000,148
39651138609412,148
17609368277505,148
17669495457289,148
214815539209,148
8937894052361,148
35291746402576,149
35287484863232,149
35184407741962,149
37383414223874,149
35184408264980,149
17635154591761,149
22093329596417,149
214749414913,149
2336730654209,149
11132640165889,149
35365045929984,150
35270271436298,150
35201554056714,150
39651272364034,150
35193633251584,150
35270405783570,150
35193499549968,150
142002688001,150
17601313112585,150
19791478000129,150
22093311773185,150
22093328549889,150
17182102785,150
2336797822977,150
57209501321216,151
35365029285888,151
39685514592520,151
43997644981770,151
39651205251082,151
35261749788928,151
39583023759616,151
35193582784768,151
35261815857408,151
39582421291010,151
142002622977,151
22093311772677,151
17716806667,151
8858506497,151
4535487563273,151
17601396736009,151
146031579137,151
137741533193,151
21990769951241,151
137741472257,151
35223563804928,152
39685497950464,152
57209502302720,152
43989138939906,152
35201820922116,152
35193247764482,152
142002430977,152
68753097739,152
146297325065,152
8942189152257,152
17600845320193,152
17596483637253,152
57208964384804,153
57209519079424,153
35189220705290,153
39582703813642,153
35261765386512,153
35261816897792,153
37383664304404,153
137741210113,153
22024594464769,153
22024594522121,153
35718155,153
9912784520203,153
11132622471185,153
2336464835073,153
35192964385282,154
39617046839314,154
35184407806994,154
35261748740114,154
35261698801936,154
19826123735041,154
19791746302985,154
2336531419649,154
17678236389377,154
19791478264321,154
39582687101970,155
35261748682754,155
35261748617476,155
35261765394688,155
35257520883968,155
35188936081426,155
37452115415042,155
37452115349764,155
154887528961,155
19826106040329,155
19791813419009,155
8942189019665,155
17601379959313,155
141736546817,155
8937827471873,155
17597018411521,155
35227858772224,156
39617046774036,156
35261748609546,156
35257520890112,156
142002627073,156
142002426881,156
11132555363337,156
22058952561153,156
35296041369864,157
35227876458752,157
36283919369226,157
35189002739968,157
35261748744448,157
35261765390338,157
52785500393472,157
35188936024324,157
35193516204288,157
22024610119713,157
137474675713,157
4535753905665,157
141803196417,157
8937894191105,157
142003019777,157
8592691203,157
146297852417,157
17600778605057,157
35193230723586,158
35261698539792,158
35296059064322,158
37383397512194,158
35192962159904,158
39651138208786,158
35192980898834,158
39582554919172,158
35189204590848,158
8942138949641,158
1280168693761,158
19825837474313,158
17635689365521,158
19825587916801,158
17592221701633,158
142069538817,158
17678219743233,158
2336598528513,158
39582420961794,159
39685497946376,159
39685497946384,159
37452249104402,159
35257520759044,159
35201554584320,159
8937827213825,159
19791746433553,159
4535753901577,159
2336730646025,159
214832252929,159
17678236385289,159
35261681897728,160
35365045936128,160
35270272090384,160
35193516196104,160
4297200897,160
4535554740225,160
2336797755905,160
146431545857,160
35223295363328,161
35227875418368,161
39582420833282,161
40681932325898,161
35193498899716,161
39582487871506,161
35261748613634,161
35270406832130,161
35270405783824,161
35193115115538,161
35261682029312,161
2336730909185,161
17592488299009,161
19791228440577,161
8976481718273,161
17635420930057,161
22024609071145,161
141736088577,161
154887398401,161
214815478273,161
17669495984641,161
19791763472393,161
35193515942144,162
35261698539784,162
55010226339856,162
35193230525458,162
39582420829202,162
36284454142986,162
35193297702914,162
35193048008706,162
35193048006666,162
35193098407938,162
39582554984450,162
17601329893377,162
17601329889289,162
22024593408033,162
19826106044417,162
19825854251017,162
2199025484819,162
141870305281,162
4535621784065,162
17601045073921,162
21990251958273,162
17609385316353,162
35261681827850,163
35192964448274,163
57209518032896,163
39583023759362,163
36293077639170,163
35261765388544,163
35201554649090,163
43989055705090,163
37383664308992,163
39582955999492,163
35201571360770,163
17182032907,163
8942189084681,163
214815604753,163
17601111527429,163
17600861964289,163
17601396738049,163
21990903648769,163
19791897169921,163
17596481605665,163
17592488624137,163
154621448705,163
35223295369472,164
39685497815308,164
35261698282498,164
35261699326978,164
35257520881682,164
35261698805762,164
35193516195850,164
37452132131072,164
19791478006273,164
17635137819137,164
17626581438977,164
142002496513,164
13331578488329,164
21990301831169,164
141803127313,164
17600845189633,164
35223295303682,165
35223295295506,165
57277683929088,165
39617315278850,165
35223295230228,165
37418023518484,165
37383395410986,165
35188669289728,165
35192964257024,165
35193649893632,165
35270423478274,165
146031316993,165
17592221960705,165
23124640792593,165
180673843201,165
180673847297,165
17601312916489,165
17597018022913,165
11132555371521,165
19791746311169,165
11132555363345,165
9126807051,165
35257386860554,166
35192981162240,166
35261699588098,166
52811219931136,166
35365029152772,166
39582955472394,166
35201705054464,166
35270422429714,166
19791211661825,166
146048026625,166
22093311836169,166
9127986179,166
8813273027841,166
21990903652865,166
17592355918337,166
154771918849,166
39651138339092,167
40750649705490,167
35257453711362,167
35261748611586,167
35261815783434,167
35261815849224,167
54975734484992,167
35253125649152,167
35261682024724,167
37383664308484,167
4535754166785,167
21990769693185,167
8609071123,167
19825569038889,167
8942189150225,167
214816522753,167
11132622344705,167
11132689449481,167
17601313382913,167
17678085919233,167
35192964387330,168
57209518034944,168
39651138209040,168
35201554191362,168
37452198707218,168
39582421286930,168
2371090383369,168
17635420932097,168
8592098315,168
19791830056969,168
17669646454785,168
19791211921937,168
37452114891778,169
35193515676674,169
43997661762562,169
35261748748290,169
17635137884161,169
17635672588817,169
17635137816581,169
17596749976065,169
35193516982528,170
37452131860498,170
35223028891924,170
39685514594560,170
40750649709570,170
36293078679554,170
39583090802690,170
17592756797449,170
17635135717929,170
154620921353,170
11132572017665,170
137608892417,170
19791345615377,170
17592220192801,170
39685514594306,171
36283919896832,171
43997662285826,171
17609368012297,171
17600845187077,171
146113822753,171
45088566678530,172
35257386534410,172
37383663781386,172
35261815853058,172
35193634291968,172
35188936147216,172
54975850353152,172
137741275137,172
17601044681217,172
22093311901713,172
22093311779329,172
17635135721509,172
77376651283,172
2336797892609,172
57209232949256,173
35296041243392,173
35296059064576,173
43989056226306,173
35202088965376,173
43997661762816,173
37452182061328,173
35257520885762,173
43989189398784,173
43997779333376,173
35261832503552,173
35261682155784,173
141736284673,173
17601044685313,173
146297587717,173
146297589765,173
180657129473,173
180390725637,173
17626847776773,173
4398315078667,173
214748370433,173
137474610689,173
4535821013505,173
2336731169297,173
35192964387076,174
35193515938048,174
35184407811074,174
35257387713792,174
35189205107714,174
35270271566866,174
43997645112592,174
35193516721408,174
35188736395520,174
35257453773064,174
35261748742400,174
37452182065408,174
35193314345224,174
35202089488640,174
35188669682432,174
35261698801674,174
37383681089792,174
171834413057,174
17626847846401,174
19825837476353,174
172100690433,174
2371090384901,174
17635690414081,174
146364499969,174
141803257873,174
21990301766145,174
214832259073,174
146165272577,174
8942272909313,174
4535488221185,174
146297848337,174
4535754433025,174
154887787009,174
154904567809,174
57209232957440,175
35193582780688,175
35270423478528,175
137474869761,175
4563534859,175
2336464900097,175
52776594116608,176
37452131864832,176
37383680827648,176
57209232949264,176
39651205316626,176
35257453646084,176
35261682090002,176
2199291823115,176
19791813284353,176
141870366737,176
146165203473,176
9278849027,176
8942122443265,176
19791478260233,176
35184424784128,177
35227875414272,177
36292473652266,177
35193515681024,177
46179505148930,177
35192964649728,177
176095825921,177
23124103925793,177
17635137814549,177
146031055873,177
214832254977,177
146183028737,177
35257386864642,178
35188669485058,178
35261681762580,178
35184408004868,178
55010209571328,178
37555462480384,178
35193297707264,178
35261832495114,178
39582571692050,178
35192964714498,178
35257387192322,178
21990234919425,178
19791228436489,178
73014576147,178
73014576401,178
17601111532033,178
17601396740097,178
17601447076353,178
11132689453569,178
17601463853057,178
8950863888385,178
142003015681,178
35184408006916,179
37417757249538,179
39617046782212,179
55010226343936,179
36292742087690,179
43997795975432,179
4535487825925,179
22024592429089,179
8937827075081,179
8592163859,179
17601329628177,179
8942273953793,179
37452115085826,180
35253125391104,180
57209501256192,180
39685514600704,180
39582420767746,180
37383412122666,180
35270406832384,180
35188936085506,180
37383949517064,180
137741208065,180
23124106018833,180
17635689365513,180
85899412491,180
141736019465,180
4535554736145,180
17601380098049,180
210588664321,180
17678219608593,180
35321847025664,181
35270271699458,181
35253126431488,181
43989055051012,181
37383464615954,181
35189272215808,181
35193031229716,181
37452115480832,181
8976481652741,181
146364432913,181
17678219610625,181
206327251457,181
9278849281,181
137741541377,181
11132572536833,181
19791763472401,181
35261698541824,182
37418040303872,182
35192964122122,182
35189002731792,182
37383949525248,182
22093328551937,182
141736150033,182
141803192337,182
154755142145,182
2336731308033,182
39617315274762,183
35291746406656,183
39685497817602,183
39685497815570,183
35261681570818,183
35184674080266,183
37452131603458,183
35193649897728,183
35192964645140,183
141736349697,183
22093312950273,183
17635672592897,183
17635137815057,183
21990769493001,183
146297333249,183
17678085391881,183
19859928778249,183
11132639121409,183
37452131864578,184
39685497817856,184
55010494775304,184
36292475749386,184
37383999389706,184
35257453772818,184
35184408334592,184
22024609075233,184
4398048674835,184
223338300937,184
146650693633,184
17600912294417,184
21990770016273,184
19791478268417,184
35364762947584,185
57209501392896,185
39754485735936,185
39617046776068,185
35257387648002,185
35193230525450,185
36356898161674,185
35193231118592,185
39582421226240,185
22025129299969,185
22024592302625,185
17627116216833,185
4563469323,185
73014576393,185
8950711976969,185
8875152641,185
146364567553,185
214832250889,185
39685498994944,186
57209501253652,186
35296058023938,186
35261765386504,186
43984760742144,186
10995116344331,186
17596483114497,186
137740944905,186
142069473285,186
4535488090625,186
39651138341124,187
37383414480914,187
39754219458560,187
35223295365376,187
57208966480400,187
35227606982912,187
57209250643968,187
35193031231748,187
43989138931984,187
46179489022224,187
35201837699328,187
37452132122896,187
141736154113,187
146297463809,187
35783691,187
9143584009,187
2267759510539,187
146098227201,187
2336531415569,187
2336797753365,187
8950846063113,187
19791362392081,187
2336464834565,187
8950729150465,187
52819776376832,188
39754485729792,188
57277683864064,188
48378528400394,188
39582437475346,188
37452115410954,188
43997645635856,188
37383664312580,188
22024594391053,188
19825587912713,188
8858506243,188
85899478281,188
77309412875,188
8937894182929,188
21990836535825,188
2336797755397,188
35291746336786,189
37383397573650,189
35261683204352,189
19825854251025,189
19791746180609,189
137808056833,189
35188669550848,190
39582437740546,190
35223028957202,190
35201568736298,190
35261766435072,190
37452265816074,190
21990234915345,190
23124106020865,190
19791762957313,190
146448326657,190
17600929071113,190
137475133953,190
52777128890368,191
35261681895680,191
35192964387584,191
44126494263300,191
39616780501002,191
35223029025024,191
35227340640512,191
46179488437250,191
35184407876610,191
37383397443082,191
46179505668360,191
17635672588309,191
17635421978625,191
22093328547857,191
146047767553,191
21990786204681,191
154904044545,191
4535554670613,191
9262137347,191
155021480449,191
8813407113477,191
214899363841,191
35261681893648,192
37452131860490,192
39754219390980,192
39651205189892,192
37452266864642,192
37452265816328,192
39582438002944,192
37452132126722,192
4535487824401,192
17592221958673,192
8813289669897,192
17600845185553,192
146114871305,192
21990368870929,192
2336864866817,192
8942122435081,192
54975600529408,193
35261698278672,193
35270405792000,193
37452265820162,193
37383664369682,193
35189204586752,193
142002620929,193
17600778338833,193
2370824049153,193
146364506113,193
19791813410833,193
8743026707,193
39582420963842,194
35184408007170,194
35188669417732,194
35193515933706,194
35193515933714,194
57209232951296,194
39583022645266,194
43989138934016,194
35193048006674,194
54975584079872,194
35193516199938,194
17448436747,194
17600845254657,194
9210691603,194
21990368940033,194
19791345684481,194
17669647499265,194
17669646450697,194
8950862848001,194
19791746760713,194
154621448197,194
19791228702721,194
39685515641088,195
35184674145298,195
37383932216842,195
35261748742146,195
35189002600724,195
39651272294676,195
11132555493897,195
22093311836177,195
19826107088897,195
137474606601,195
11132555894785,195
17609634877953,195
35261681505540,196
43989122285586,196
37452198711552,196
39583090868480,196
39582571696384,196
137741271049,196
146048024585,196
8976481653249,196
146031510033,196
19791478263813,196
35257387909122,197
35270271697172,197
37383414482946,197
35193247241472,197
35257454821632,197
35193566138370,197
35261748617730,197
35193048006920,197
39582571692042,197
39582571692296,197
52776594378752,197
37452115350272,197
35261698809858,197
21990251692041,197
4535504601097,197
180390858753,197
17596550222337,197
214815474193,197
9211740163,197
11132689451521,197
17592890696193,197
17609519005713,197
17601045008385,197
17665201017345,197
137741476353,197
4535504867329,197
39685497880840,198
35291746404608,198
35365030199808,198
57208964387360,198
52828366180864,198
39685514596354,198
35261748611332,198
43989139980544,198
35253125713922,198
35270272098560,198
77309545475,198
68753167617,198
1176821040139,198
17600778077705,198
4536022337033,198
154887267841,198
142069467649,198
17601381007873,198
8950712373761,198
137475133445,198
35270271699712,199
35253126431234,199
35189203997698,199
43984760214784,199
35193499026450,199
35330486964224,199
37452265816336,199
39582687625234,199
43989072351234,199
37383681081362,199
2336464568849,199
